action_id,requirement_family,control_ref,scope_eir,workstream,source_ref,source_type,source_page,source_confidence,finding_summary,task,deliverable,evidence_required,priority,phase,status,human_owner,human_approver,deadline_basis,target_offset_days,target_date,cost_band,spend_timing,purchase_trigger,ai_eligibility,ai_role,human_gate,dependencies,external_submission,notes
A-109,17,17.54,Vezetéstámogató;Irodai;Termelés,Rendszer- és kommunikációvédelem,SRC-008,audit_gap,190–191;280–281;369–370,machine_unvalidated,"A(z) 17.54 Együttműködésen alapuló informatikai eszközök követelménycsoportnál 3, közvetlen intézkedéshez eddig nem rendelt auditeltérés található; a legmagasabb értékelés kiemelt. Findingok: F-0154;F-0236;F-0318.","17.54 – Együttműködésen alapuló informatikai eszközök: 1) A szervezetnek meg kell határoznia azokat az eszközöket és alkalmazásokat, amelyek az együttműködésen alapuló számítástechnikai eszközök kategóriájába tartoznak. 2) A szervezetnek be kell állítania az EIR-t úgy, hogy tiltsa ezeknek az eszközöknek és alkalmazásoknak a távoli aktiválását, kivéve azokat az eseteket, amelyeket a szervezet kifejezetten meghatározott. 3) A szervezetnek naplóznia kell az eszközök és alkalmazások aktiválását, hogy nyomon követhető legyen, mikor és milyen körülmények között történtek a távoli aktiválások. Az alkalmazhatóságot és a végrehajtást érintett EIR-enként rögzítse; az eltérésekhez nevezzen meg felelőst, céldátumot és kompenzáló kontrollt.","17.54 – Együttműködésen alapuló informatikai eszközök végrehajtási csomag: jóváhagyott EIR-scope, 4 pontos státuszchecklist, kontrollbeállítás vagy eljárás, kivételjegyzék és próbaeredmény.","jóváhagyott műszaki baseline, read-only konfigurációexport, kulcs- vagy névfeloldási nyilvántartás, teszt és kivételnapló, kontrollgazdai és G1 reviewer sign-off. Továbbá: 4 pontos végrehajtási checklist; scope- és kontrollgazda-jóváhagyás; teszt- vagy működési mintarekord; kivétellista; védett URI, SHA-256 és reviewer-döntés.",P0,M1_0_30D,NEW,Pásztor András,Lángi Zoltán,management_schedule,,,B0,NOW_B0,,partial,remediation_planner,G1_DOMAIN_REVIEW;G2_SECURITY_LEGAL;G3_PRODUCTION_CHANGE,A-004;A-005,no,"Lefedettségpótló AI-javaslat – részletesítve 2026-08-19. Javasolt kontrollgazda: TBD – belső metALCOM infrastruktúra-kontrollgazda. Közreműködők: Kollár Csaba – technikai végrehajtó; Lángi Zoltán – IBF review. Javasolt G1 review: 2026-09-11; javasolt teljesítés: 2027-01-31. A dátumok, szerepek, EIR-hatókör és technikai lépések nem jóváhagyottak; a kanonikus target_date ezért üres marad. Részletes rekord: data/action_execution_details.csv. Az SRC-009 megvalósítási útmutatója javaslati forrás; G1 review előtt nem kötelező vagy igazolt megoldás."
A-110,17,17.69,Vezetéstámogató;Irodai;Termelés,Rendszer- és kommunikációvédelem,SRC-008,audit_gap,191–192;281;370–371,machine_unvalidated,"A(z) 17.69 Biztonságos név/cím feloldási szolgáltatás (hiteles forrás) követelménycsoportnál 3, közvetlen intézkedéshez eddig nem rendelt auditeltérés található; a legmagasabb értékelés kiemelt. Findingok: F-0155;F-0237;F-0319.","17.69 – Biztonságos név/cím feloldási szolgáltatás (hiteles forrás): 1) Az EIR-nek biztosítania kell a név- és címfeloldási kérésekhez hiteles névfeloldási adatokat, valamint az információ eredetére és a tartalom sértetlenségére vonatkozó kiegészítő adatokat. 2) Az EIR-nek, amennyiben egy elosztott, hierarchikus névtér részeként működik, vissza kell jeleznie a gyermektartományok biztonsági állapotával kapcsolatosan. 3) Az EIR-nek hiteles adatokat kell biztosítania, beleértve a DNS erőforrás rekordokat. Az alkalmazhatóságot és a végrehajtást érintett EIR-enként rögzítse; az eltérésekhez nevezzen meg felelőst, céldátumot és kompenzáló kontrollt.","17.69 – Biztonságos név/cím feloldási szolgáltatás (hiteles forrás) végrehajtási csomag: jóváhagyott EIR-scope, 6 pontos státuszchecklist, kontrollbeállítás vagy eljárás, kivételjegyzék és próbaeredmény.","jóváhagyott műszaki baseline, read-only konfigurációexport, kulcs- vagy névfeloldási nyilvántartás, teszt és kivételnapló, kontrollgazdai és G1 reviewer sign-off. Továbbá: 6 pontos végrehajtási checklist; scope- és kontrollgazda-jóváhagyás; teszt- vagy működési mintarekord; kivétellista; védett URI, SHA-256 és reviewer-döntés.",P0,M1_0_30D,NEW,Pásztor András,Lángi Zoltán,management_schedule,,,B0,NOW_B0,,partial,remediation_planner,G1_DOMAIN_REVIEW;G2_SECURITY_LEGAL;G3_PRODUCTION_CHANGE,A-004;A-005,no,"Lefedettségpótló AI-javaslat – részletesítve 2026-08-19. Javasolt kontrollgazda: TBD – belső metALCOM infrastruktúra-kontrollgazda. Közreműködők: Kollár Csaba – technikai végrehajtó; Lángi Zoltán – IBF review. Javasolt G1 review: 2026-09-11; javasolt teljesítés: 2027-01-31. A dátumok, szerepek, EIR-hatókör és technikai lépések nem jóváhagyottak; a kanonikus target_date ezért üres marad. Részletes rekord: data/action_execution_details.csv. Az SRC-009 megvalósítási útmutatója javaslati forrás; G1 review előtt nem kötelező vagy igazolt megoldás."
A-111,17,17.71,Vezetéstámogató;Irodai;Termelés,Rendszer- és kommunikációvédelem,SRC-008,audit_gap,192;281–282;371,machine_unvalidated,"A(z) 17.71 Biztonságos név/cím feloldó szolgáltatás (rekurzív vagy gyorsítótárat követelménycsoportnál 3, közvetlen intézkedéshez eddig nem rendelt auditeltérés található; a legmagasabb értékelés kiemelt. Findingok: F-0156;F-0238;F-0320.","17.71 – Biztonságos név/cím feloldó szolgáltatás (rekurzív vagy gyorsítótárat használó feloldás): 1) A szervezetnek biztosítania kell, hogy minden név- és címfeloldó szolgáltatásokat igénybe vevő kliens önállóan végezze el ezt a hitelesítést, vagy hitelesített csatornákon keresztül kapcsolódjon a megbízható hitelesítési szolgáltatókhoz. 2) A szervezetnek meg kell határoznia, hogy a DNS kliens feloldóknak vagy el kell végezniük a DNSSEC aláírások hitelesítését, vagy a klienseknek hitelesített csatornákon keresztül kell csatlakozniuk a rekurzív feloldókhoz, amelyek ilyen hitelesítéseket végeznek. 3) A szervezetnek naplóznia kell a hitelesítési folyamatokat és az adatok sértetlenségét, hogy nyomon követhesse és ellenőrizhesse azokat. Az alkalmazhatóságot és a végrehajtást érintett EIR-enként rögzítse; az eltérésekhez nevezzen meg felelőst, céldátumot és kompenzáló kontrollt.","17.71 – Biztonságos név/cím feloldó szolgáltatás (rekurzív vagy gyorsítótárat használó feloldás) végrehajtási csomag: jóváhagyott EIR-scope, 4 pontos státuszchecklist, kontrollbeállítás vagy eljárás, kivételjegyzék és próbaeredmény.","jóváhagyott műszaki baseline, read-only konfigurációexport, kulcs- vagy névfeloldási nyilvántartás, teszt és kivételnapló, kontrollgazdai és G1 reviewer sign-off. Továbbá: 4 pontos végrehajtási checklist; scope- és kontrollgazda-jóváhagyás; teszt- vagy működési mintarekord; kivétellista; védett URI, SHA-256 és reviewer-döntés.",P0,M1_0_30D,NEW,Pásztor András,Lángi Zoltán,management_schedule,,,B0,NOW_B0,,partial,remediation_planner,G1_DOMAIN_REVIEW;G2_SECURITY_LEGAL;G3_PRODUCTION_CHANGE,A-004;A-005,no,"Lefedettségpótló AI-javaslat – részletesítve 2026-08-19. Javasolt kontrollgazda: TBD – belső metALCOM infrastruktúra-kontrollgazda. Közreműködők: Kollár Csaba – technikai végrehajtó; Lángi Zoltán – IBF review. Javasolt G1 review: 2026-09-11; javasolt teljesítés: 2027-01-31. A dátumok, szerepek, EIR-hatókör és technikai lépések nem jóváhagyottak; a kanonikus target_date ezért üres marad. Részletes rekord: data/action_execution_details.csv. Az SRC-009 megvalósítási útmutatója javaslati forrás; G1 review előtt nem kötelező vagy igazolt megoldás."
A-112,17,17.72,Vezetéstámogató;Irodai;Termelés,Rendszer- és kommunikációvédelem,SRC-008,audit_gap,192–193;282;371–372,machine_unvalidated,"A(z) 17.72 Architektúra és tartalékok név/cím feloldási szolgáltatás esetén követelménycsoportnál 3, közvetlen intézkedéshez eddig nem rendelt auditeltérés található; a legmagasabb értékelés kiemelt. Findingok: F-0157;F-0239;F-0321.","17.72 – Architektúra és tartalékok név/cím feloldási szolgáltatás esetén: 1) A szervezetnek biztosítania kell, hogy az EIR-ek, amelyek név- és címfeloldási szolgáltatást biztosítanak, hibatűrő képességgel rendelkeznek. 2) A szervezetnek biztosítania kell, hogy a belső és külső szerepkörök szétválasztása érdekében a kiszolgálók, amelyek belső szerepkörrel rendelkeznek, csak a szervezeten belüli név- és címfeloldási kéréseket dolgozzák fel, míg azon kiszolgálók, amelyek külső szerepkörrel rendelkeznek, csak a szervezeten kívüli kliensektől érkező… 3) A szervezetnek meg kell határoznia azokat a klienseket, amelyek bizonyos szerepekkörökben elérhetnek a hiteles DNS szerverekhez (például címtartományok és explicit listák alapján). Az alkalmazhatóságot és a végrehajtást érintett EIR-enként rögzítse; az eltérésekhez nevezzen meg felelőst, céldátumot és kompenzáló kontrollt.","17.72 – Architektúra és tartalékok név/cím feloldási szolgáltatás esetén végrehajtási csomag: jóváhagyott EIR-scope, 3 pontos státuszchecklist, kontrollbeállítás vagy eljárás, kivételjegyzék és próbaeredmény.","jóváhagyott műszaki baseline, read-only konfigurációexport, kulcs- vagy névfeloldási nyilvántartás, teszt és kivételnapló, kontrollgazdai és G1 reviewer sign-off. Továbbá: 3 pontos végrehajtási checklist; scope- és kontrollgazda-jóváhagyás; teszt- vagy működési mintarekord; kivétellista; védett URI, SHA-256 és reviewer-döntés.",P0,M1_0_30D,NEW,Pásztor András,Lángi Zoltán,management_schedule,,,B0,NOW_B0,,partial,remediation_planner,G1_DOMAIN_REVIEW;G2_SECURITY_LEGAL;G3_PRODUCTION_CHANGE,A-004;A-005,no,"Lefedettségpótló AI-javaslat – részletesítve 2026-08-19. Javasolt kontrollgazda: TBD – belső metALCOM infrastruktúra-kontrollgazda. Közreműködők: Kollár Csaba – technikai végrehajtó; Lángi Zoltán – IBF review. Javasolt G1 review: 2026-09-11; javasolt teljesítés: 2027-01-31. A dátumok, szerepek, EIR-hatókör és technikai lépések nem jóváhagyottak; a kanonikus target_date ezért üres marad. Részletes rekord: data/action_execution_details.csv. Az SRC-009 megvalósítási útmutatója javaslati forrás; G1 review előtt nem kötelező vagy igazolt megoldás."
A-113,17,17.108,Vezetéstámogató;Irodai;Termelés,Rendszer- és kommunikációvédelem,SRC-008,audit_gap,193;282–283;372,machine_unvalidated,"A(z) 17.108 A folyamatok elkülönítése követelménycsoportnál 3, közvetlen intézkedéshez eddig nem rendelt auditeltérés található; a legmagasabb értékelés kiemelt. Findingok: F-0158;F-0240;F-0322.","17.108 – A folyamatok elkülönítése: 1) A szervezetnek biztosítania kell, hogy az EIR-ek megfelelő folyamatai számára elkülönített végrehajtási tartományt tartson fenn. 2) A szervezetnek gondoskodnia kell arról, hogy az EIR-ek folyamatai közötti kommunikáció a biztonsági funkciók által szabályozott módon történjen, és egy folyamat ne tudja módosítani egy másik folyamat végrehajtó kódját. 3) A szervezetnek dokumentálnia kell az általa meghatározott valamennyi végrehajtási tartományt és az azokhoz tartozó végrehajtó folyamatot, melyet rendszeres időnként felül kell vizsgálnia. Az alkalmazhatóságot és a végrehajtást érintett EIR-enként rögzítse; az eltérésekhez nevezzen meg felelőst, céldátumot és kompenzáló kontrollt.","17.108 – A folyamatok elkülönítése végrehajtási csomag: jóváhagyott EIR-scope, 6 pontos státuszchecklist, kontrollbeállítás vagy eljárás, kivételjegyzék és próbaeredmény.","jóváhagyott műszaki baseline, read-only konfigurációexport, kulcs- vagy névfeloldási nyilvántartás, teszt és kivételnapló, kontrollgazdai és G1 reviewer sign-off. Továbbá: 6 pontos végrehajtási checklist; scope- és kontrollgazda-jóváhagyás; teszt- vagy működési mintarekord; kivétellista; védett URI, SHA-256 és reviewer-döntés.",P0,M1_0_30D,NEW,Pásztor András,Lángi Zoltán,management_schedule,,,B0,NOW_B0,,partial,remediation_planner,G1_DOMAIN_REVIEW;G2_SECURITY_LEGAL;G3_PRODUCTION_CHANGE,A-004;A-005,no,"Lefedettségpótló AI-javaslat – részletesítve 2026-08-19. Javasolt kontrollgazda: TBD – belső metALCOM infrastruktúra-kontrollgazda. Közreműködők: Kollár Csaba – technikai végrehajtó; Lángi Zoltán – IBF review. Javasolt G1 review: 2026-09-11; javasolt teljesítés: 2027-01-31. A dátumok, szerepek, EIR-hatókör és technikai lépések nem jóváhagyottak; a kanonikus target_date ezért üres marad. Részletes rekord: data/action_execution_details.csv. Az SRC-009 megvalósítási útmutatója javaslati forrás; G1 review előtt nem kötelező vagy igazolt megoldás."
A-114,18,18.1,Vezetéstámogató;Irodai;Termelés,Rendszer- és információsértetlenség,SRC-008,audit_gap,193–196;283–285;372–375,machine_unvalidated,"A(z) 18.1 Szabályzat és eljárásrendek követelménycsoportnál 3, közvetlen intézkedéshez eddig nem rendelt auditeltérés található; a legmagasabb értékelés kis mértékű. Findingok: F-0159;F-0241;F-0323.","18.1 – Szabályzat és eljárásrendek: 1) Az érintett szervezet dolgozzon ki, dokumentáljon, adja ki és ismertesse meg a szervezet által meghatározott személyekkel szerepkörük szerint az rendszer- és kommunikációvédelmi szabályzatot, amely tartalmazza a szervezeti-, folyamat- és EIR-szintű követelményeket. 2) A szabályzatnak összhangban kell lennie az érintett szervezetre vonatkozó, hatályos jogszabályokkal, irányelvekkel, szabályozásokkal, szabványokkal és ajánlásokkal. 3) Az érintett szervezet jelöljön ki egy meghatározott személyt, aki felelős a rendszer- és kommunikációvédelmi szabályzat és eljárások kidolgozásának, dokumentálásának, kiadásának és megismertetésének irányításáért. Az alkalmazhatóságot és a végrehajtást érintett EIR-enként rögzítse; az eltérésekhez nevezzen meg felelőst, céldátumot és kompenzáló kontrollt.","18.1 – Szabályzat és eljárásrendek végrehajtási csomag: jóváhagyott EIR-scope, 4 pontos státuszchecklist, kontrollbeállítás vagy eljárás, kivételjegyzék és próbaeredmény.","jóváhagyott védelmi és megőrzési szabály, read-only állapotexport, riasztási vagy észlelési teszt és review-napló, kontrollgazdai és G1 reviewer sign-off. Továbbá: 4 pontos végrehajtási checklist; scope- és kontrollgazda-jóváhagyás; teszt- vagy működési mintarekord; kivétellista; védett URI, SHA-256 és reviewer-döntés.",P1,M2_31_90D,NEW,Pásztor András,Lángi Zoltán,management_schedule,,,B0,NOW_B0,,partial,remediation_planner,G1_DOMAIN_REVIEW;G2_SECURITY_LEGAL;G3_PRODUCTION_CHANGE,A-004;A-005,no,"Lefedettségpótló AI-javaslat – részletesítve 2026-08-19. Javasolt kontrollgazda: TBD – belső metALCOM rendszerintegritási kontrollgazda. Közreműködők: Kollár Csaba – technikai végrehajtó; Lángi Zoltán – IBF review. Javasolt G1 review: 2026-09-11; javasolt teljesítés: 2027-04-30. A dátumok, szerepek, EIR-hatókör és technikai lépések nem jóváhagyottak; a kanonikus target_date ezért üres marad. Részletes rekord: data/action_execution_details.csv. Az SRC-009 megvalósítási útmutatója javaslati forrás; G1 review előtt nem kötelező vagy igazolt megoldás."
A-115,18,18.8,Vezetéstámogató;Irodai;Termelés,Rendszer- és információsértetlenség,SRC-008,audit_gap,197–199;286–288;376–378,machine_unvalidated,"A(z) 18.8 Kártékony kódok elleni védelem követelménycsoportnál 3, közvetlen intézkedéshez eddig nem rendelt auditeltérés található; a legmagasabb értékelés elhanyagolható. Findingok: F-0161;F-0243;F-0325.","18.8 – Kártékony kódok elleni védelem: 1) Kártékony kódok elleni védelmi mechanizmusokat szükséges alkalmazni a rendszerek belépési és kilépési pontjain. 2) Automatikusan frissíteni szükséges a védelmi mechanizmusokat minden olyan esetben, amikor új verziók jelennek meg, összhangban a szervezet konfigurációkezelési szabályaival. 3) Biztosítani szükséges további védelmi intézkedéseket, mint például biztonságos kódolási gyakorlatok, konfigurációkezelés és -ellenőrzés, megbízható beszerzési folyamatok és naplózás, hogy biztosítsa, hogy az EIR nem hajt végre más funkciókat, mint amelyeket szándékozott. Az alkalmazhatóságot és a végrehajtást érintett EIR-enként rögzítse; az eltérésekhez nevezzen meg felelőst, céldátumot és kompenzáló kontrollt.","18.8 – Kártékony kódok elleni védelem végrehajtási csomag: jóváhagyott EIR-scope, 6 pontos státuszchecklist, kontrollbeállítás vagy eljárás, kivételjegyzék és próbaeredmény.","jóváhagyott védelmi és megőrzési szabály, read-only állapotexport, riasztási vagy észlelési teszt és review-napló, kontrollgazdai és G1 reviewer sign-off. Továbbá: 6 pontos végrehajtási checklist; scope- és kontrollgazda-jóváhagyás; teszt- vagy működési mintarekord; kivétellista; védett URI, SHA-256 és reviewer-döntés.",P2,M3_3_6M,NEW,Pásztor András,Lángi Zoltán,management_schedule,,,B0,NOW_B0,,partial,remediation_planner,G1_DOMAIN_REVIEW;G2_SECURITY_LEGAL;G3_PRODUCTION_CHANGE,A-004;A-005,no,"Lefedettségpótló AI-javaslat – részletesítve 2026-08-19. Javasolt kontrollgazda: TBD – belső metALCOM rendszerintegritási kontrollgazda. Közreműködők: Kollár Csaba – technikai végrehajtó; Lángi Zoltán – IBF review. Javasolt G1 review: 2026-09-11; javasolt teljesítés: 2027-06-30. A dátumok, szerepek, EIR-hatókör és technikai lépések nem jóváhagyottak; a kanonikus target_date ezért üres marad. Részletes rekord: data/action_execution_details.csv. Az SRC-009 megvalósítási útmutatója javaslati forrás; G1 review előtt nem kötelező vagy igazolt megoldás."
A-116,18,18.13,Vezetéstámogató;Irodai;Termelés,Rendszer- és információsértetlenség,SRC-008,audit_gap,199–200;288–290;378–379,machine_unvalidated,"A(z) 18.13 Az EIR monitorozása követelménycsoportnál 3, közvetlen intézkedéshez eddig nem rendelt auditeltérés található; a legmagasabb értékelés elhanyagolható. Findingok: F-0162;F-0244;F-0326.","18.13 – Az EIR monitorozása: 1) Szükséges az EIR monitorozása, hogy észlelésre kerüljenek a támadások és a potenciális támadásokra utaló jelek, összhangban a meghatározott szervezeti célokkal. 2) Azonosítani szükséges a rendszerek jogosulatlan használatát a meghatározott technikák és módszerek alkalmazásával. 3) A naplózás fontos része az EIR felügyeletének, melynek során figyelemmel kell kísérni a rendszerben történő eseményeket és tevékenységeket. Az alkalmazhatóságot és a végrehajtást érintett EIR-enként rögzítse; az eltérésekhez nevezzen meg felelőst, céldátumot és kompenzáló kontrollt.","18.13 – Az EIR monitorozása végrehajtási csomag: jóváhagyott EIR-scope, 8 pontos státuszchecklist, kontrollbeállítás vagy eljárás, kivételjegyzék és próbaeredmény.","jóváhagyott védelmi és megőrzési szabály, read-only állapotexport, riasztási vagy észlelési teszt és review-napló, kontrollgazdai és G1 reviewer sign-off. Továbbá: 8 pontos végrehajtási checklist; scope- és kontrollgazda-jóváhagyás; teszt- vagy működési mintarekord; kivétellista; védett URI, SHA-256 és reviewer-döntés.",P2,M3_3_6M,NEW,Pásztor András,Lángi Zoltán,management_schedule,,,B0,NOW_B0,,partial,remediation_planner,G1_DOMAIN_REVIEW;G2_SECURITY_LEGAL;G3_PRODUCTION_CHANGE,A-004;A-005,no,"Lefedettségpótló AI-javaslat – részletesítve 2026-08-19. Javasolt kontrollgazda: TBD – belső metALCOM rendszerintegritási kontrollgazda. Közreműködők: Kollár Csaba – technikai végrehajtó; Lángi Zoltán – IBF review. Javasolt G1 review: 2026-09-11; javasolt teljesítés: 2027-06-30. A dátumok, szerepek, EIR-hatókör és technikai lépések nem jóváhagyottak; a kanonikus target_date ezért üres marad. Részletes rekord: data/action_execution_details.csv. Az SRC-009 megvalósítási útmutatója javaslati forrás; G1 review előtt nem kötelező vagy igazolt megoldás."
A-117,18,18.37,Vezetéstámogató;Irodai;Termelés,Rendszer- és információsértetlenség,SRC-008,audit_gap,200–202;290–291;379–381,machine_unvalidated,"A(z) 18.37 Biztonsági riasztások és tájékoztatások követelménycsoportnál 3, közvetlen intézkedéshez eddig nem rendelt auditeltérés található; a legmagasabb értékelés kis mértékű. Findingok: F-0163;F-0245;F-0327.","18.37 – Biztonsági riasztások és tájékoztatások: 1) A szervezetnek biztosítania kell, hogy folyamatosan fogadja a meghatározott külső szervezetektől a biztonsági figyelmeztetéseket, tanácsokat és iránymutatásokat. 2) A szervezetnek alkalmaznia kell a biztonsági iránymutatásokat az azokban foglaltak szerint. Az alkalmazhatóságot és a végrehajtást érintett EIR-enként rögzítse; az eltérésekhez nevezzen meg felelőst, céldátumot és kompenzáló kontrollt.","18.37 – Biztonsági riasztások és tájékoztatások végrehajtási csomag: jóváhagyott EIR-scope, 2 pontos státuszchecklist, kontrollbeállítás vagy eljárás, kivételjegyzék és próbaeredmény.","jóváhagyott védelmi és megőrzési szabály, read-only állapotexport, riasztási vagy észlelési teszt és review-napló, kontrollgazdai és G1 reviewer sign-off. Továbbá: 2 pontos végrehajtási checklist; scope- és kontrollgazda-jóváhagyás; teszt- vagy működési mintarekord; kivétellista; védett URI, SHA-256 és reviewer-döntés.",P1,M2_31_90D,NEW,Pásztor András,Lángi Zoltán,management_schedule,,,B0,NOW_B0,,partial,remediation_planner,G1_DOMAIN_REVIEW;G2_SECURITY_LEGAL;G3_PRODUCTION_CHANGE,A-004;A-005,no,"Lefedettségpótló AI-javaslat – részletesítve 2026-08-19. Javasolt kontrollgazda: TBD – belső metALCOM rendszerintegritási kontrollgazda. Közreműködők: Kollár Csaba – technikai végrehajtó; Lángi Zoltán – IBF review. Javasolt G1 review: 2026-09-11; javasolt teljesítés: 2027-04-30. A dátumok, szerepek, EIR-hatókör és technikai lépések nem jóváhagyottak; a kanonikus target_date ezért üres marad. Részletes rekord: data/action_execution_details.csv. Az SRC-009 megvalósítási útmutatója javaslati forrás; G1 review előtt nem kötelező vagy igazolt megoldás."
A-118,18,18.67,Vezetéstámogató;Irodai;Termelés,Rendszer- és információsértetlenség,SRC-008,audit_gap,202;291–292;381,machine_unvalidated,"A(z) 18.67 Információ kezelése és megőrzése követelménycsoportnál 3, közvetlen intézkedéshez eddig nem rendelt auditeltérés található; a legmagasabb értékelés kiemelt. Findingok: F-0164;F-0246;F-0328.","18.67 – Információ kezelése és megőrzése: 1) . 2) A szervezetnek alkalmaznia kell a meghatározott szabályzatokat és eljárásokat a rendszerből kikerülő információk kezelésének és megőrzésének során. Az alkalmazhatóságot és a végrehajtást érintett EIR-enként rögzítse; az eltérésekhez nevezzen meg felelőst, céldátumot és kompenzáló kontrollt.","18.67 – Információ kezelése és megőrzése végrehajtási csomag: jóváhagyott EIR-scope, 2 pontos státuszchecklist, kontrollbeállítás vagy eljárás, kivételjegyzék és próbaeredmény.","jóváhagyott védelmi és megőrzési szabály, read-only állapotexport, riasztási vagy észlelési teszt és review-napló, kontrollgazdai és G1 reviewer sign-off. Továbbá: 2 pontos végrehajtási checklist; scope- és kontrollgazda-jóváhagyás; teszt- vagy működési mintarekord; kivétellista; védett URI, SHA-256 és reviewer-döntés.",P0,M1_0_30D,NEW,Pásztor András,Lángi Zoltán,management_schedule,,,B0,NOW_B0,,partial,remediation_planner,G1_DOMAIN_REVIEW;G2_SECURITY_LEGAL;G3_PRODUCTION_CHANGE,A-004;A-005,no,"Lefedettségpótló AI-javaslat – részletesítve 2026-08-19. Javasolt kontrollgazda: TBD – belső metALCOM rendszerintegritási kontrollgazda. Közreműködők: Kollár Csaba – technikai végrehajtó; Lángi Zoltán – IBF review. Javasolt G1 review: 2026-09-11; javasolt teljesítés: 2027-01-31. A dátumok, szerepek, EIR-hatókör és technikai lépések nem jóváhagyottak; a kanonikus target_date ezért üres marad. Részletes rekord: data/action_execution_details.csv. Az SRC-009 megvalósítási útmutatója javaslati forrás; G1 review előtt nem kötelező vagy igazolt megoldás."
A-119,19,19.2,Szervezet,Ellátási lánc kockázatkezelése,SRC-008,audit_gap,104–106,machine_unvalidated,"A(z) 19.2 Ellátási láncra vonatkozó kockázatmenedzsment szabályzat követelménycsoportnál 1, közvetlen intézkedéshez eddig nem rendelt auditeltérés található; a legmagasabb értékelés elhanyagolható. Findingok: F-0073.","19.2 – Ellátási láncra vonatkozó kockázatmenedzsment szabályzat: 1) A szervezetnek meg kell határoznia azon rendszereket, rendszerelemeket vagy rendszerszolgáltatásokat, melyek ellátási láncával kapcsolatos kockázatokat kezelni kell. 2) A szervezetnek meg kell határoznia egy szabályzatot a szükséges kockázatkezelési intézkedések elvégzésére a meghatározott rendszerek, rendszerelemek vagy rendszerszolgáltatások ellátási láncával kapcsolatosan. 3) A szervezetnek felül kell vizsgálnia az ellátási lánc kockázatkezelési szabályzatot a meghatározott gyakorisággal. Az alkalmazhatóságot és a végrehajtást érintett EIR-enként rögzítse; az eltérésekhez nevezzen meg felelőst, céldátumot és kompenzáló kontrollt.","19.2 – Ellátási láncra vonatkozó kockázatmenedzsment szabályzat végrehajtási csomag: jóváhagyott EIR-scope, 6 pontos státuszchecklist, kontrollbeállítás vagy eljárás, kivételjegyzék és próbaeredmény.","jóváhagyott ellátásilánc-szabály, beszállítói vagy rendszerelem-ellenőrzés, szerződéses rekord és döntési napló, kontrollgazdai és G1 reviewer sign-off. Továbbá: 6 pontos végrehajtási checklist; scope- és kontrollgazda-jóváhagyás; teszt- vagy működési mintarekord; kivétellista; védett URI, SHA-256 és reviewer-döntés.",P2,M3_3_6M,NEW,Pásztor András,Lángi Zoltán,management_schedule,,,B0,NOW_B0,,partial,remediation_planner,G1_DOMAIN_REVIEW;G2_SECURITY_LEGAL,A-004;A-005,no,"Lefedettségpótló AI-javaslat – részletesítve 2026-08-19. Javasolt kontrollgazda: TBD – belső ellátásilánc-/beszerzési kontrollgazda. Közreműködők: Dr. Berta Brigitta – jogi review; Lángi Zoltán – IBF review; Kollár Csaba szükség szerint. Javasolt G1 review: 2026-09-11; javasolt teljesítés: 2027-06-30. A dátumok, szerepek, EIR-hatókör és technikai lépések nem jóváhagyottak; a kanonikus target_date ezért üres marad. Részletes rekord: data/action_execution_details.csv. Az SRC-009 megvalósítási útmutatója javaslati forrás; G1 review előtt nem kötelező vagy igazolt megoldás."
