finding_id,section_ref,scope_eir,requirement_family,control_ref,control_title,rating,assessment_method,finding_summary,source_ref,source_page_start,source_page_end,source_confidence,human_validated,reviewer,reviewed_at,direct_action_ids,family_action_ids,mapping_status,notes
F-0149,7.2.67,Vezetéstámogató,17,17.1,Szabályzat és eljárásrendek,Elhanyagolható mértékű eltérés,"Dokumentum, Interjú","A szabályzatot kidolgozták, de annak kihirdetése nem teljeskörű. A felülvizsgálat gyakorisága nincs rögzítve megfelelően, ami növeli a szabályok elavulása kockázatát.",SRC-008,185,188,machine_unvalidated,no,,,,,UNMAPPED,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0150,7.2.68,Vezetéstámogató,17,17.12,Szolgáltatás- megtagadással járó támadások elleni védelem,Kis mértékű eltérés,"Dokumentum, Teszt","A szolgáltatásmegtagadás elleni védelem nem valósul meg, így a DDoS támadások hatásai növekedhetnek. Nincs dokumentált bizonyíték arról, hogy az automatizált korlátozások működnek -e események esetén.",SRC-008,188,189,machine_unvalidated,no,,,,,UNMAPPED,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0151,7.2.69,Vezetéstámogató,17,17.17,A határok védelme,Megfelelt,"Dokumentum, Teszt","A szervezet teljes körű határvédelmi megoldásokat alkalmaz, beleértve a külső és belső hálózati interfészek ellenőrzését, a nyilvános rendszerelemek logikai elkülönítését (DMZ) és a menedzselt kapcsolódási pontok használatát. A hálózati forgalom monitorozá sa és naplózása megfelel a biztonsági architektúrában meghatározott elveknek.",SRC-008,189,189,machine_unvalidated,no,,,,,UNMAPPED,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0152,7.2.70,Vezetéstámogató,17,17.49,Kriptográfiai kulcs előállítása és kezelése,Kiemelt mértékű eltérés,"Dokumentum, Teszt","A szervezet a követelménycsoportot előzetesen kizárta, azonban a 4. sz. mellékletben nem tüntette fel a kizárást, a 4. számú mellékletet a szervezet nem töltötte ki. A vizsgálat ideje alatt olyan evidencia nem került bemutatásra, ami igazolná a megfelelést.",SRC-008,189,190,machine_unvalidated,no,,,,,UNMAPPED,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0153,7.2.71,Vezetéstámogató,17,17.53,Kriptográfiai védelem,Kis mértékű eltérés,"Dokumentum, Teszt","A kriptográfiai megoldások nem valósulnak meg megfelelően vagy kizárásra kerültek a dokumentációban. Nincs biztosítva, hogy az erőforrások megfelelnek -e a támogatott biztonsági elvárásoknak.",SRC-008,190,190,machine_unvalidated,no,,,,,UNMAPPED,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0154,7.2.72,Vezetéstámogató,17,17.54,Együttműködésen alapuló informatikai eszközök,Kiemelt mértékű eltérés,Dokumentum,"A távoli aktiválás tilalma nincs egységesen érvényesítve, a felhasználók egy része nem kap megfelelő jelzést a kamerák vagy mikrofonok aktiválásakor, ami adatvédelmi és biztonsági kockázatot jelent.",SRC-008,190,191,machine_unvalidated,no,,,,,UNMAPPED,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0155,7.2.73,Vezetéstámogató,17,17.69,Biztonságos név/cím feloldási szolgáltatás (hiteles forrás),Kiemelt mértékű eltérés,"Dokumentum, Teszt","Az EIR nem teljes mértékben biztosítja a névfeloldási adatok hitelességét és integritását, a DNSSEC vagy hasonló mechanizmus nincs megfelelően konfigurálva, így a válaszok manipulációjának kockázata fennáll.",SRC-008,191,192,machine_unvalidated,no,,,,,UNMAPPED,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0156,7.2.74,Vezetéstámogató,17,17.71,Biztonságos név/cím feloldó szolgáltatás (rekurzív vagy gyorsítótárat,Kiemelt mértékű eltérés,Dokumentum,"Az EIR névfeloldó rendszere csak korlátozottan támogatja az eredet -hitelesítést és adatintegritás-ellenőrzést, így a válaszok manipulálása vagy hamisítása nem zárható ki teljes mértékben.",SRC-008,192,192,machine_unvalidated,no,,,,,UNMAPPED,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0157,7.2.75,Vezetéstámogató,17,17.72,Architektúra és tartalékok név/cím feloldási szolgáltatás esetén,Kiemelt mértékű eltérés,Dokumentum,"A név- és címfeloldási szolgáltatás architektúrája korlátozott hibatűréssel rendelkezik, és a belső/külső szerepkörök szétválasztása nem egyértelműen érvényesül, ami növeli a szolgáltatáskimaradás és a konfigurációs hibák kockázatát.",SRC-008,192,193,machine_unvalidated,no,,,,,UNMAPPED,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0158,7.2.76,Vezetéstámogató,17,17.108,A folyamatok elkülönítése,Kiemelt mértékű eltérés,Dokumentum,"Az EIR folyamatainak elkülönítése nem megfelelő, egyes folyamatok közös végrehajtási tartományban futnak, ami potenciális jogosulatlan hozzáférést vagy adatkeveredést eredményezhet.",SRC-008,193,193,machine_unvalidated,no,,,,,UNMAPPED,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0159,7.2.77,Vezetéstámogató,18,18.1,Szabályzat és eljárásrendek,Kis mértékű eltérés,"Dokumentum, Interjú","A szabályzatot kidolgozták, de annak kihidetése nem bizonyított. A felülvizsgálat gyakorisága nincs rögzítve , ami növeli a szabályok elavulásának kockázatát.",SRC-008,193,196,machine_unvalidated,no,,,,,UNMAPPED,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0160,7.2.78,Vezetéstámogató,18,18.2,Hibajavítás,Kiemelt mértékű eltérés,"Dokumentum, Teszt","A szervezet hibajavítási gyakorlata nem egységes, a biztonsági frissítések telepítése rendszertelen, és a konfigurációkezelési integráció hiányos, ami növeli a sebezhetőségek fennmaradásának kockázatát.",SRC-008,196,197,machine_unvalidated,no,,,A-019;A-033,,DIRECT,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0161,7.2.79,Vezetéstámogató,18,18.8,Kártékony kódok elleni védelem,Elhanyagolható mértékű eltérés,"Dokumentum, Teszt",A szabályzat egyes részei nincsenek kidolgozva a jogszabályi követelmények szerint. A felülvizsgálat gyakorisága nincs definiálva.,SRC-008,197,199,machine_unvalidated,no,,,,,UNMAPPED,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0162,7.2.80,Vezetéstámogató,18,18.13,Az EIR monitorozása,Elhanyagolható mértékű eltérés,"Dokumentum, Teszt","Az EIR jogosulatlan használatának azonosítására nem megfelelő technikákat alkalmaznak, vagy nincs dokumentált riasztási lista. Nincs garantálva, hogy a rendszer képes -e észlelni a támadásokat és jelezni a potenciális kockázatokat megfelelően.",SRC-008,199,200,machine_unvalidated,no,,,,,UNMAPPED,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0163,7.2.81,Vezetéstámogató,18,18.37,Biztonsági riasztások és tájékoztatások,Kis mértékű eltérés,"Dokumentum, Interjú","A bejövő és kimenő forgalom riasztásai nincsenek meghatározva. Nincs garantálva, hogy a rendszer képes-e nyomon követni-e az adatcsere biztonságát megfelelően.",SRC-008,200,202,machine_unvalidated,no,,,,,UNMAPPED,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0164,7.2.82,Vezetéstámogató,18,18.67,Információ kezelése és megőrzése,Kiemelt mértékű eltérés,Dokumentum,"A szervezet információkezelési gyakorlata nem teljes körűen felel meg a vonatkozó jogszabályi és működési követelményeknek, az eljárások részben hiányoznak vagy nem naprakészek, ami az információk bizalmasságát és megőrzését veszélyeztetheti.",SRC-008,202,202,machine_unvalidated,no,,,,,UNMAPPED,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0165,7.3.1,Irodai,2,2.1,Szabályzat és eljárásrendek,Kis mértékű eltérés,"Dokumentum, Interjú","A szervezet részben biztosítja a hozzáférési szabályzatok kidolgozását, de hiányosságok vannak a kihirdetés terén. Több esetben nem történt meg a szükséges felülvizsgálat a meghatározott gyakorisággal vagy események után. A szabályzat összhangja a jogszabályokkal bizonyos pontokon hiányos, ami kockázatot hordoz. Ez a terület alapszinten működik.",SRC-008,202,205,machine_unvalidated,no,,,,A-027,FAMILY_ONLY,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0166,7.3.2,Irodai,2,2.2,Fiókkezelés,Kis mértékű eltérés,"Dokumentum, Teszt","A felhasználói fiókok kezelésére vonatkozó irányelvek léteznek, de a gyakorlatban nem teljesülnek. A minimális jogosultság elvének érvényesítése bizonyos esetekben elmarad a szabályzatban rögzítettekkel. Az automatikus nyomon követés hiányos.",SRC-008,205,208,machine_unvalidated,no,,,A-015,A-027,DIRECT,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0167,7.3.3,Irodai,2,2.15,Hozzáférési szabályok érvényesítése,Kiemelt mértékű eltérés,"Dokumentum, Teszt","Az EIR nem biztosítja következetesen a jóváhagyott jogosultságok érvényesülését. Hiányozhatnak a hozzáférési szabályzatokkal való összhangot igazoló ellenőrzések, illetve a jogosultságok kiosztása részben automatizmus vagy manuális gyakorlat alapján történ ik formális kontroll nélkül. Ez az eltérés már a hozzáférés-kezelési célok lényegét érinti.",SRC-008,208,208,machine_unvalidated,no,,,,A-027,FAMILY_ONLY,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0168,7.3.4,Irodai,2,2.71,Sikertelen bejelentkezési kísérletek,Kis mértékű eltérés,"Dokumentum, Teszt","A sikertelen bejelentkezések során, a felhasználó nem kerül korlátozásra a próbálkozások lejárta után.",SRC-008,208,209,machine_unvalidated,no,,,,A-027,FAMILY_ONLY,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0169,7.3.5,Irodai,2,2.75,A rendszerhasználat jelzése,Kiemelt mértékű eltérés,"Dokumentum, Teszt","Az EIR-ben a rendszerhasználati értesítés nem jelenik meg minden belépési ponton, vagy az elfogadás nem kötelező. Az üzenet tartalma hiányos, nem felel meg a jogi és biztonsági követelményeknek, így a felhasználók nem kapnak megfelelő tájékoztatást a felelősségvállalásról és a használati feltételekről.",SRC-008,209,211,machine_unvalidated,no,,,,A-027,FAMILY_ONLY,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0170,7.3.6,Irodai,2,2.88,Azonosítás vagy hitelesítés nélkül engedélyezett tevékenységek,Kiemelt mértékű eltérés,"Dokumentum, Teszt","A szervezet a követelménycsoportot előzetesen kizárta, azonban a 4. sz. mellékletben nem tüntette fel a kizárást, a 4. számú mellékletet a szervezet nem töltötte ki. A vizsgálat ideje alatt olyan evidencia nem került bemutatásra, ami igazolná a megfelelést.",SRC-008,211,211,machine_unvalidated,no,,,,A-027,FAMILY_ONLY,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0171,7.3.7,Irodai,2,2.100,Távoli hozzáférés,Kiemelt mértékű eltérés,"Dokumentum, Interjú, Teszt","A szervezet a követelménycsoportot előzetesen kizárta, azonban a 4. sz. mellékletben nem tüntette fel a kizárást, a 4. számú mellékletet a szervezet nem töltötte ki. A vizsgálat ideje alatt olyan evidencia nem került bemutatásra, ami igazolná a megfelelést.",SRC-008,211,212,machine_unvalidated,no,,,,A-027,FAMILY_ONLY,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0172,7.3.8,Irodai,2,2.108,Vezeték nélküli hozzáférés,Elhanyagolható mértékű eltérés,"Dokumentum, Interjú","A vezeték nélküli hozzáférések konfigurációs követelményei részlegesen vannak dokumentálva. Nincs egységes engedélyezési eljárás a hozzáférési szabályozás biztosítása érdekében A mobil eszközökre vonatkozó hozzáférési szabályozás hiányos, ami veszélyezteti a bizalmasságot. A biztonsági konfigurációk nem egységesek, és az engedélyezési folyamat nem minden esetben érvényesül.",SRC-008,212,213,machine_unvalidated,no,,,,A-027,FAMILY_ONLY,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0173,7.3.9,Irodai,2,2.113,Mobil eszközök hozzáférés-ellenőrzése,Kiemelt mértékű eltérés,"Dokumentum, Interjú","A mobil eszközökre vonatkozó hozzáférési szabályozás hiányos, a biztonsági konfigurációk nem egységesek, és az engedélyezési folyamat nem minden esetben érvényesül. Ez a szervezet hálózati biztonságát és az adatok bizalmasságát veszélyezteti.",SRC-008,213,214,machine_unvalidated,no,,,,A-027,FAMILY_ONLY,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0174,7.3.10,Irodai,2,2.115,Külső elektronikus információs rendszerek használata,Kis mértékű eltérés,Dokumentum,"A külső rendszerekből való hozzáférés bizonyos feltételekkel történik, de a bizalmi kapcsolatok figyelmen kívül hagyása kockázatot hordoz. A tiltott külső rendszerek használatának megakadályozása nem minden esetben biztosított ténylegesen.",SRC-008,214,215,machine_unvalidated,no,,,,A-027,FAMILY_ONLY,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0175,7.3.11,Irodai,2,2.124,Nyilvánosan elérhető tartalom,Kiemelt mértékű eltérés,"Dokumentum, Interjú","A nyilvánosan elérhető tartalmak ellenőrzése és a közzétételi jogosultságok kezelése nem egységes vagy részben hiányos. Előfordulhat, hogy az információk közzététele előtt nem történik biztonsági áttekintés, ami a nem nyilvános adatok illetéktelen nyilvánosságra kerülését eredményezheti.",SRC-008,215,216,machine_unvalidated,no,,,,A-027,FAMILY_ONLY,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0176,7.3.12,Irodai,4,4.1,Szabályzat és eljárásrendek,Kis mértékű eltérés,"Dokumentum, Interjú","A szervezet meghatározta és azonosította azokat a személyeket, akikkel a naplózási szabályzatot ismertetni kell. A naplózási és elszámoltathatósági szabályzatot nem ismertették a kijelölt személyekkel vagy szerepkörökkel . A felülvizsgálat gyakorisága me ghatározásra került, de bizonyos esetekben a frissítés elmarad az események után. Ezért a teljes megfelelés hiányos.",SRC-008,216,218,machine_unvalidated,no,,,,,UNMAPPED,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0177,7.3.13,Irodai,4,4.2,Naplózható események,Kis mértékű eltérés,"Dokumentum, Interjú",A rendszer naplóbejegyzéseit nem vizsgálják felül és nem elemzik a szervezet által meghatározott gyakorisággal. A naplóbejegyzések felülvizsgálatának eredményei nem kerülnek jelentésre a kijelölt személyeknek.,SRC-008,218,219,machine_unvalidated,no,,,A-018,,DIRECT,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0178,7.3.14,Irodai,4,4.3,Naplóbejegyzések tartalma,Kiemelt mértékű eltérés,"Dokumentum, Teszt","A naplóbejegyzések hiányosak, az események ideje, forrása vagy az érintett alanyok nem minden esetben azonosíthatók. A naplóadatok konzisztenciája és visszakereshetősége nem biztosított, ami jelentősen rontja a biztonsági események kivizsgálhatóságát.",SRC-008,219,220,machine_unvalidated,no,,,A-018,,DIRECT,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0179,7.3.15,Irodai,4,4.5,Naplózás tárkapacitása,Kis mértékű eltérés,"Dokumentum, Teszt","A naplóbejegyzések követelményei nem vagy részlegesen dokumentáltak, nincs evidencia arra vonatkozóan, hogy a naplózáshoz szükséges tárkapacitás biztosított.",SRC-008,220,221,machine_unvalidated,no,,,A-018,,DIRECT,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0180,7.3.16,Irodai,4,4.7,Naplózási hiba kezelése,Kis mértékű eltérés,"Dokumentum, Interjú","A naplózási hibák, kiesések nincsenek automatikus risztásba kötve, emiatt előfordulhat olyan eset, amikor nincs bizonyíték az incidens folyamatára.",SRC-008,221,221,machine_unvalidated,no,,,A-018,,DIRECT,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0181,7.3.17,Irodai,4,4.13,"Naplóbejegyzések felülvizsgálata, elemzése és jelentéstétel",Kis mértékű eltérés,"Dokumentum, Interjú, Teszt",A rendszer naplóbejegyzéseit nem vizsgálják felül és nem elemzik a szervezet által meghatározott gyakorisággal. A hiteles információforrások alapján történő elemzés nem mindig valósul meg .,SRC-008,221,222,machine_unvalidated,no,,,A-018,,DIRECT,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0182,7.3.18,Irodai,4,4.24,Időbélyegek,Megfelelt,"Dokumentum, Teszt","A szervezet biztosítja, hogy a naplóbejegyzések időbélyegei a belső, szinkronizált rendszerórák alapján készülnek, megfelelnek a pontossági követelményeknek, és tartalmazzák a koordinált világidőt (UTC) és a helyi időeltolódást. Az időszinkronizáció automatikus és dokumentált.",SRC-008,222,223,machine_unvalidated,no,,,,,UNMAPPED,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0183,7.3.19,Irodai,4,4.25,Naplóinformációk védelme,Kiemelt mértékű eltérés,"Dokumentum, Interjú","A naplóbejegyzések védelme nem biztosított, sem szabályzati szinten, sem evidencia szinten.",SRC-008,223,223,machine_unvalidated,no,,,,,UNMAPPED,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0184,7.3.20,Irodai,4,4.38,A naplóbejegyzések megőrzése,Kis mértékű eltérés,Dokumentum,"A naplóbejegyzések megőrzésének időtartama gyakran nem felel meg a jogszabályi elvárásoknak, vagy a rendszer nem biztosít megfelelő tárhelyet. Az adatok elvesztésének kockázata fennáll a dokumentáltan rögzített követelmények mellett is.",SRC-008,223,224,machine_unvalidated,no,,,,,UNMAPPED,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0185,7.3.21,Irodai,4,4.40,Naplóbejegyzések létrehozása,Kiemelt mértékű eltérés,"Dokumentum, Teszt","A naplózható eseménytípusokat az EIR-t érintő rendszerkomponensek generálják, de vannak hiányos esetek. Nincs garantálva, hogy minden szükséges esemény típusa bekerüljön a naplóbzásba.",SRC-008,224,225,machine_unvalidated,no,,,,,UNMAPPED,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0186,7.3.22,Irodai,5,5.1,Szabályzat és eljárásrendek,Kis mértékű eltérés,"Dokumentum, Interjú","A biztonságértékelési szabályzatot kidolgozták, de nem lett kihirdetve megfelelően. A felülvizsgálat gyakorisága nincs rögzítve, ami kockázatot jelent a szabályok elavulása miatt.",SRC-008,225,228,machine_unvalidated,no,,,,,UNMAPPED,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0187,7.3.23,Irodai,5,5.2,Biztonsági értékelések,Elhanyagolható mértékű eltérés,"Dokumentum, Teszt","A biztonsági értékeléseket nem végzik el meghatározott gyakorisággal, így a rendszer védelmi képességei nem maradnak naprakészek. Nincs összefoglaló jelentés, ami nehezíti a menedzsment döntéseit ez kockázatot hordoz magában.",SRC-008,228,229,machine_unvalidated,no,,,,,UNMAPPED,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0188,7.3.24,Irodai,5,5.4,Biztonsági értékelések – Kiberbiztonsági audit,Kiemelt mértékű eltérés,Dokumentum,"A szervezet csak részben teljesíti az auditkötelezettséget, az auditor függetlensége nem igazolt, vagy az auditálási folyamat nem rendszeres. Az auditok eredményeinek felhasználása korlátozott, ami a biztonsági intézkedések folyamatos fejlesztését akadályozza.",SRC-008,229,230,machine_unvalidated,no,,,,,UNMAPPED,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0189,7.3.25,Irodai,5,5.7,Információcsere,Kiemelt mértékű eltérés,"Dokumentum, Interjú","Az információcsere részben szabályozott, de a megállapodások hiányosak, nem tartalmazzák a biztonsági és felelősségi elemeket, és a felülvizsgálat nem történik meg rendszeresen. Ez növeli a nem megfelelő adatkezelés és az információbiztonsági incidensek kockázatát.",SRC-008,230,231,machine_unvalidated,no,,,,,UNMAPPED,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0190,7.3.26,Irodai,5,5.10,Az intézkedési terv és mérföldkövei,Megfelelt,Dokumentum,"A szervezet kidolgozta és dokumentálta az intézkedési tervet, amely tartalmazza a korrekciós intézkedésekhez kapcsolódó mérföldköveket és határidőket. A terv rendszeresen frissül a biztonsági értékelések, auditok és felülvizsgálatok eredményei alapján, biz tosítva a gyengeségek és sérülékenységek időben történő kezelését.",SRC-008,231,232,machine_unvalidated,no,,,,,UNMAPPED,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0191,7.3.27,Irodai,5,5.12,Engedélyezés,Kiemelt mértékű eltérés,"Dokumentum, Interjú, Teszt","A szervezetnél az engedélyezési folyamat részlegesen működik, az engedélyezésért felelős személyek kijelölése nem minden esetben dokumentált, a közös biztonsági követelmények elfogadása rendszertelen. Ez gyengíti az EIR használatbavételének kontrollját.",SRC-008,232,232,machine_unvalidated,no,,,,,UNMAPPED,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0192,7.3.28,Irodai,5,5.15,Folyamatos felügyelet,Kiemelt mértékű eltérés,"Dokumentum, Interjú","A folyamatos felügyelet részben megvalósított, a metrikák, értékelési folyamatok és jelentések hiányosak vagy rendszertelenek. A védelmi intézkedések hatékonyságának nyomon követése nem biztosított, ami a biztonsági események időbeni észlelését akadályozza.",SRC-008,232,234,machine_unvalidated,no,,,A-018,,DIRECT,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0193,7.3.29,Irodai,5,5.18,Folyamatos felügyelet – Kockázatmonitorozás,Kiemelt mértékű eltérés,Dokumentum,"A kockázatmonitorozás részben megvalósított, a hatékonyság és megfelelés ellenőrzése nem rendszeres, a változások nyomon követése nem dokumentált. A hiányosságok akadályozzák a kockázati szintek pontos értékelését és az időben történő beavatkozást.",SRC-008,234,235,machine_unvalidated,no,,,,,UNMAPPED,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0194,7.3.30,Irodai,5,5.25,Belső rendszerkapcsolatok,Kiemelt mértékű eltérés,"Dokumentum, Interjú, Teszt","A belső rendszerkapcsolatok részlegesen szabályozottak, a dokumentáció hiányos vagy elavult, és a kapcsolatmegszüntetésre vonatkozó folyamat nem egységes. Ez növeli a felesleges vagy ellenőrizetlen kapcsolatok fennmaradásának kockázatát.",SRC-008,235,236,machine_unvalidated,no,,,,,UNMAPPED,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0195,7.3.31,Irodai,6,6.1,Szabályzat és eljárásrendek,Kis mértékű eltérés,"Dokumentum, Interjú","A konfigurációkezelési szabályzatot kidolgozták, de nem igazolható a megfelelő kihirdetés. Az életciklus irányításáért felelős személyt nem határozták meg.",SRC-008,236,238,machine_unvalidated,no,,,A-019,,DIRECT,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0196,7.3.32,Irodai,6,6.2,Alapkonfiguráció,Kiemelt mértékű eltérés,"Dokumentum, Interjú, Teszt","Az alapkonfiguráció csak részben van kidolgozva vagy nem minden EIR -elemre kiterjedően alkalmazott. A frissítések rendszertelenek, és a változtatások dokumentálása hiányos, ami a rendszerek biztonsági állapotának visszakövethetőségét korlátozza.",SRC-008,238,239,machine_unvalidated,no,,,A-019,,DIRECT,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0197,7.3.33,Irodai,6,6.15,Biztonsági hatásvizsgálatok,Kiemelt mértékű eltérés,Dokumentum,"A biztonsági hatásvizsgálatok végzése rendszertelen, a változtatások hatásainak értékelése gyakran utólag történik, vagy a dokumentáció hiányos. Ez növeli annak kockázatát, hogy a változtatások negatív hatással vannak az EIR biztonsági állapotára.",SRC-008,239,239,machine_unvalidated,no,,,,,UNMAPPED,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0198,7.3.34,Irodai,6,6.18,A változtatásokra vonatkozó hozzáférés korlátozások,Kiemelt mértékű eltérés,Dokumentum,"A változtatásokhoz kapcsolódó hozzáférési korlátozások részben dokumentáltak, a hozzáférési jogosultságok nem mindig felelnek meg az elvárásoknak, és a felülvizsgálatok rendszertelenek. Ez növeli a jogosulatlan módosítások és hibás változtatások kockázatát.",SRC-008,239,240,machine_unvalidated,no,,,,,UNMAPPED,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0199,7.3.35,Irodai,6,6.23,Konfigurációs beállítások,Kiemelt mértékű eltérés,"Dokumentum, Teszt","A konfigurációs beállítások nem minden rendszeren egységesek, az eltérések gyakran nincsenek megfelelően dokumentálva vagy jóváhagyva. A változtatások ellenőrzése nem rendszeres, ami a konfigurációs integritás és biztonság fenntartását veszélyezteti.",SRC-008,240,241,machine_unvalidated,no,,,,,UNMAPPED,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0200,7.3.36,Irodai,6,6.26,Legszűkebb funkcionalitás,Kis mértékű eltérés,"Dokumentum, Teszt","A rendszert nem úgy konfigurálják, hogy csak a szükséges szolgáltatások legyenek aktiválva, ami növeli a támadások súlyosságát. Nincs dokumentált lista a tiltandó funkciókról, így a biztonsági alapelvek nem teljesülnek megfelelően.",SRC-008,241,242,machine_unvalidated,no,,,,,UNMAPPED,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0201,7.3.37,Irodai,6,6.36,Rendszerelem leltár,Elhanyagolható mértékű eltérés,"Dokumentum, Interjú","A rendszerleltár nem mindig pontosan tükrözi a tényleges elemeket, és a frissítési gyakorisága hiányos a gyakorlatban. Nincs definiálva a felelős szerepkör, ami akadályozza az elszámoltathatóságot.",SRC-008,242,243,machine_unvalidated,no,,,A-011,,DIRECT,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0202,7.3.38,Irodai,6,6.47,A szoftverhasználat korlátozásai,Kiemelt mértékű eltérés,Dokumentum,"A szoftverhasználat ellenőrzése és licenckezelése hiányos, a nyomon követés nem rendszeres, és az állománymegosztások felügyelete részleges. Ez jogsértő vagy biztonsági kockázatot jelentő szoftverhasználat lehetőségét teremti meg.",SRC-008,243,244,machine_unvalidated,no,,,,,UNMAPPED,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0203,7.3.39,Irodai,6,6.49,Felhasználó által telepített szoftver,Kis mértékű eltérés,"Dokumentum, Teszt","A felhasználók nem kapnakszabályozást a szoftvertelepítésre, és a rendszer nem ellenőrzi ezt megfelelő gyakorisággal. Nincs dokumentált eljárás a jogosulatlan programok feltárására a szervezeti környezetben.",SRC-008,244,245,machine_unvalidated,no,,,,,UNMAPPED,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0204,7.3.40,Irodai,7,7.1,Szabályzat és eljárásrendek,Kis mértékű eltérés,"Dokumentum, Interjú","A szabályzatot kidolgozták, de nem került megfelelően kihirdetésre a dokumentáció alapján. A felülvizsgálat gyakorisága csak részben valósul meg, ami növeli az elavult eljárások kockázatát.",SRC-008,245,247,machine_unvalidated,no,,,,A-026,FAMILY_ONLY,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
