control_ref,identifier_status,title_status,applicability_status,requirement_similarity,requirement_comparison_status,amendment_status,official_source_ref,official_pdf_pages,human_review_status,notes
17.11,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,130,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
17.12,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,130,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
17.13,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,130,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
17.14,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,130,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
17.15,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,130,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
17.16,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,130,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
17.17,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,130,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
17.18,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,130;131,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
17.19,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,131,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
17.20,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,131,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
17.21,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,131,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
17.22,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,131,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
17.23,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,131,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
17.24,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,131,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
17.25,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,131,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
17.26,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,131,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
17.27,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,131,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
17.28,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,131,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
17.29,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,131;132,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
17.30,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,132,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
17.31,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,132,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
17.32,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,132,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
17.33,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,132,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
17.34,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,132,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
17.35,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,132,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
17.36,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,132,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
17.37,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,132,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
17.38,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,132,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
17.39,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,132,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
17.40,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,132,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
17.41,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,132,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
17.42,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,132,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
17.43,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,132,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
17.44,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,132,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
17.45,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,132,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
17.46,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,132;133,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
17.47,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,133,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
17.48,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,133,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
17.49,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,133,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
17.50,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,133,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
17.51,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,133,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
17.52,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,133,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
17.53,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,133,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
17.54,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,133,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
17.55,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,133,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
17.56,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,133,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
17.57,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,133,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
17.58,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,133,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
17.59,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,133,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
17.60,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,133;134,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
17.61,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,134,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
17.62,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,134,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
17.63,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,134,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
17.64,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,134,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
17.65,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,134,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
17.66,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,134,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
17.67,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,134,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
17.68,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,134,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
17.69,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,134,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
17.70,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,134,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
17.71,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,134,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
17.72,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,134,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
17.73,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,134,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
17.74,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,134,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
17.75,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,134;135,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
17.76,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,135,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
17.77,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,135,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
17.78,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,135,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
17.79,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,135,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
17.80,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,135,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
17.81,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,135,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
17.82,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,135,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
17.83,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,135,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
17.84,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,135,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
17.85,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,135,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
17.86,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,135,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
17.87,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,135,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
17.88,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,135,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
17.89,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,135,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
17.90,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,135,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
17.91,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,135,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
17.92,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,135,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
17.93,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,135,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
17.94,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,135;136,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
17.95,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,136,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
17.96,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,136,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
17.97,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,136,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
17.98,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,136,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
17.99,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,136,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
17.100,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,136,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
17.101,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,136,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
17.102,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,136,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
17.103,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,136,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
17.104,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,136,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
17.105,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,136,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
17.106,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,136,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
17.107,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,136,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
17.108,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,136,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
17.109,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,136;137,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
17.110,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,137,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
17.111,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,137,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
17.112,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,137,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
17.113,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,137,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
17.114,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,137,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
17.115,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,137,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
17.116,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,137,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
17.117,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,137,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
17.118,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,137,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
17.119,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,137,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
17.120,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,137,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
17.121,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,137,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
17.122,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,137,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
17.123,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,137;138,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
